file_name,actual_class
cloud_1008.tif,2
cloud_1010.tif,2
cloud_1012.tif,2
cloud_1024.tif,2
cloud_1025.tif,2
cloud_1028.tif,2
cloud_1029.tif,2
cloud_1030.tif,2
cloud_1033.tif,2
cloud_1034.tif,2
cloud_1036.tif,2
cloud_104.tif,2
cloud_1046.tif,2
cloud_1050.tif,2
cloud_1058.tif,2
cloud_1069.tif,2
cloud_1071.tif,2
cloud_1086.tif,2
cloud_1099.tif,2
cloud_110.tif,2
cloud_1104.tif,2
cloud_1106.tif,2
cloud_1107.tif,2
cloud_1109.tif,2
cloud_111.tif,2
cloud_1111.tif,2
cloud_1112.tif,2
cloud_1123.tif,2
cloud_113.tif,2
cloud_1132.tif,2
cloud_1138.tif,2
cloud_1141.tif,2
cloud_1143.tif,2
cloud_1155.tif,2
cloud_116.tif,2
cloud_119.tif,2
cloud_12.tif,2
cloud_123.tif,2
cloud_124.tif,2
cloud_126.tif,2
cloud_128.tif,2
cloud_151.tif,2
cloud_154.tif,2
cloud_155.tif,2
cloud_157.tif,2
cloud_161.tif,2
cloud_164.tif,2
cloud_168.tif,2
cloud_170.tif,2
cloud_173.tif,2
cloud_175.tif,2
cloud_180.tif,2
cloud_181.tif,2
cloud_190.tif,2
cloud_192.tif,2
cloud_195.tif,2
cloud_199.tif,2
cloud_200.tif,2
cloud_201.tif,2
cloud_221.tif,2
cloud_23.tif,2
cloud_230.tif,2
cloud_235.tif,2
cloud_239.tif,2
cloud_253.tif,2
cloud_254.tif,2
cloud_255.tif,2
cloud_261.tif,2
cloud_262.tif,2
cloud_27.tif,2
cloud_273.tif,2
cloud_276.tif,2
cloud_278.tif,2
cloud_281.tif,2
cloud_286.tif,2
cloud_290.tif,2
cloud_296.tif,2
cloud_297.tif,2
cloud_305.tif,2
cloud_312.tif,2
cloud_313.tif,2
cloud_322.tif,2
cloud_324.tif,2
cloud_327.tif,2
cloud_329.tif,2
cloud_33.tif,2
cloud_332.tif,2
cloud_333.tif,2
cloud_334.tif,2
cloud_339.tif,2
cloud_34.tif,2
cloud_340.tif,2
cloud_344.tif,2
cloud_349.tif,2
cloud_356.tif,2
cloud_367.tif,2
cloud_37.tif,2
cloud_370.tif,2
cloud_379.tif,2
cloud_383.tif,2
cloud_384.tif,2
cloud_389.tif,2
cloud_396.tif,2
cloud_4.tif,2
cloud_40.tif,2
cloud_405.tif,2
cloud_424.tif,2
cloud_425.tif,2
cloud_43.tif,2
cloud_431.tif,2
cloud_439.tif,2
cloud_44.tif,2
cloud_450.tif,2
cloud_452.tif,2
cloud_459.tif,2
cloud_460.tif,2
cloud_461.tif,2
cloud_463.tif,2
cloud_464.tif,2
cloud_465.tif,2
cloud_467.tif,2
cloud_47.tif,2
cloud_474.tif,2
cloud_486.tif,2
cloud_493.tif,2
cloud_495.tif,2
cloud_50.tif,2
cloud_502.tif,2
cloud_512.tif,2
cloud_514.tif,2
cloud_517.tif,2
cloud_523.tif,2
cloud_536.tif,2
cloud_54.tif,2
cloud_549.tif,2
cloud_550.tif,2
cloud_552.tif,2
cloud_553.tif,2
cloud_565.tif,2
cloud_568.tif,2
cloud_571.tif,2
cloud_574.tif,2
cloud_577.tif,2
cloud_578.tif,2
cloud_58.tif,2
cloud_581.tif,2
cloud_582.tif,2
cloud_587.tif,2
cloud_588.tif,2
cloud_589.tif,2
cloud_590.tif,2
cloud_595.tif,2
cloud_598.tif,2
cloud_6.tif,2
cloud_600.tif,2
cloud_609.tif,2
cloud_61.tif,2
cloud_611.tif,2
cloud_62.tif,2
cloud_623.tif,2
cloud_626.tif,2
cloud_628.tif,2
cloud_636.tif,2
cloud_64.tif,2
cloud_643.tif,2
cloud_645.tif,2
cloud_648.tif,2
cloud_649.tif,2
cloud_650.tif,2
cloud_658.tif,2
cloud_666.tif,2
cloud_682.tif,2
cloud_684.tif,2
cloud_688.tif,2
cloud_689.tif,2
cloud_691.tif,2
cloud_701.tif,2
cloud_703.tif,2
cloud_72.tif,2
cloud_734.tif,2
cloud_735.tif,2
cloud_738.tif,2
cloud_74.tif,2
cloud_753.tif,2
cloud_754.tif,2
cloud_756.tif,2
cloud_772.tif,2
cloud_781.tif,2
cloud_784.tif,2
cloud_789.tif,2
cloud_790.tif,2
cloud_791.tif,2
cloud_792.tif,2
cloud_793.tif,2
cloud_794.tif,2
cloud_798.tif,2
cloud_799.tif,2
cloud_800.tif,2
cloud_803.tif,2
cloud_806.tif,2
cloud_811.tif,2
cloud_814.tif,2
cloud_831.tif,2
cloud_834.tif,2
cloud_837.tif,2
cloud_840.tif,2
cloud_841.tif,2
cloud_847.tif,2
cloud_850.tif,2
cloud_860.tif,2
cloud_863.tif,2
cloud_873.tif,2
cloud_878.tif,2
cloud_884.tif,2
cloud_888.tif,2
cloud_892.tif,2
cloud_901.tif,2
cloud_902.tif,2
cloud_906.tif,2
cloud_908.tif,2
cloud_910.tif,2
cloud_918.tif,2
cloud_92.tif,2
cloud_924.tif,2
cloud_930.tif,2
cloud_946.tif,2
cloud_948.tif,2
cloud_950.tif,2
cloud_951.tif,2
cloud_960.tif,2
cloud_964.tif,2
cloud_966.tif,2
cloud_967.tif,2
cloud_971.tif,2
cloud_993.tif,2
cloud_995.tif,2
cloud_997.tif,2
dust_1.tif,2
dust_1000.tif,2
dust_1004.tif,2
dust_1006.tif,2
dust_109.tif,2
dust_123.tif,2
dust_124.tif,2
dust_125.tif,2
dust_133.tif,2
dust_159.tif,2
dust_17.tif,2
dust_180.tif,2
dust_181.tif,2
dust_182.tif,2
dust_183.tif,2
dust_189.tif,2
dust_194.tif,2
dust_196.tif,2
dust_2.tif,2
dust_207.tif,2
dust_208.tif,2
dust_212.tif,2
dust_213.tif,2
dust_214.tif,2
dust_215.tif,2
dust_217.tif,2
dust_225.tif,2
dust_226.tif,2
dust_235.tif,2
dust_239.tif,2
dust_246.tif,2
dust_254.tif,2
dust_260.tif,2
dust_263.tif,2
dust_264.tif,2
dust_265.tif,2
dust_266.tif,2
dust_267.tif,2
dust_28.tif,2
dust_286.tif,2
dust_291.tif,2
dust_294.tif,2
dust_304.tif,2
dust_305.tif,2
dust_311.tif,2
dust_315.tif,2
dust_319.tif,2
dust_333.tif,2
dust_335.tif,2
dust_338.tif,2
dust_341.tif,2
dust_347.tif,2
dust_358.tif,2
dust_36.tif,2
dust_361.tif,2
dust_362.tif,2
dust_365.tif,2
dust_37.tif,2
dust_372.tif,2
dust_380.tif,2
dust_382.tif,2
dust_386.tif,2
dust_397.tif,2
dust_408.tif,2
dust_412.tif,2
dust_418.tif,2
dust_423.tif,2
dust_427.tif,2
dust_432.tif,2
dust_434.tif,2
dust_435.tif,2
dust_436.tif,2
dust_438.tif,2
dust_442.tif,2
dust_453.tif,2
dust_454.tif,2
dust_455.tif,2
dust_46.tif,2
dust_464.tif,2
dust_47.tif,2
dust_482.tif,2
dust_491.tif,2
dust_493.tif,2
dust_5.tif,2
dust_502.tif,2
dust_503.tif,2
dust_513.tif,2
dust_521.tif,2
dust_526.tif,2
dust_530.tif,2
dust_533.tif,2
dust_536.tif,2
dust_537.tif,2
dust_541.tif,2
dust_542.tif,2
dust_544.tif,2
dust_549.tif,2
dust_550.tif,2
dust_552.tif,2
dust_553.tif,2
dust_556.tif,2
dust_573.tif,2
dust_576.tif,2
dust_578.tif,2
dust_579.tif,2
dust_58.tif,2
dust_582.tif,2
dust_591.tif,2
dust_597.tif,2
dust_604.tif,2
dust_606.tif,2
dust_607.tif,2
dust_618.tif,2
dust_622.tif,2
dust_624.tif,2
dust_630.tif,2
dust_636.tif,2
dust_638.tif,2
dust_641.tif,2
dust_648.tif,2
dust_649.tif,2
dust_653.tif,2
dust_655.tif,2
dust_660.tif,2
dust_674.tif,2
dust_677.tif,2
dust_680.tif,2
dust_7.tif,2
dust_704.tif,2
dust_708.tif,2
dust_711.tif,2
dust_718.tif,2
dust_723.tif,2
dust_74.tif,2
dust_744.tif,2
dust_745.tif,2
dust_753.tif,2
dust_755.tif,2
dust_756.tif,2
dust_761.tif,2
dust_765.tif,2
dust_766.tif,2
dust_768.tif,2
dust_773.tif,2
dust_774.tif,2
dust_775.tif,2
dust_789.tif,2
dust_80.tif,2
dust_800.tif,2
dust_809.tif,2
dust_81.tif,2
dust_811.tif,2
dust_812.tif,2
dust_813.tif,2
dust_822.tif,2
dust_826.tif,2
dust_832.tif,2
dust_834.tif,2
dust_841.tif,2
dust_844.tif,2
dust_853.tif,2
dust_859.tif,2
dust_861.tif,2
dust_87.tif,2
dust_874.tif,2
dust_877.tif,2
dust_88.tif,2
dust_880.tif,2
dust_886.tif,2
dust_889.tif,2
dust_890.tif,2
dust_898.tif,2
dust_899.tif,2
dust_9.tif,2
dust_90.tif,2
dust_904.tif,2
dust_909.tif,2
dust_918.tif,2
dust_921.tif,2
dust_926.tif,2
dust_932.tif,2
dust_935.tif,2
dust_957.tif,2
dust_96.tif,2
dust_960.tif,2
dust_962.tif,2
dust_965.tif,2
dust_967.tif,2
dust_971.tif,2
dust_988.tif,2
dust_994.tif,2
haze_1.tif,1
haze_1001.tif,1
haze_101.tif,1
haze_107.tif,1
haze_108.tif,1
haze_11.tif,1
haze_110.tif,1
haze_119.tif,1
haze_126.tif,1
haze_132.tif,1
haze_138.tif,1
haze_140.tif,1
haze_143.tif,1
haze_147.tif,1
haze_148.tif,1
haze_150.tif,1
haze_157.tif,1
haze_158.tif,1
haze_165.tif,1
haze_166.tif,1
haze_175.tif,1
haze_177.tif,1
haze_179.tif,1
haze_181.tif,1
haze_190.tif,1
haze_192.tif,1
